created_at,start_timestamp,end_timestamp,duration,trace_id,span_id,kind,level,parent_span_id,span_name,message,log_body,otel_status_code,otel_status_message,otel_links,otel_events,is_exception,tags,exception_message,exception_type,exception_stacktrace,attributes_json_schema,attributes,otel_scope_name,otel_scope_version,otel_scope_attributes,service_namespace,service_name,service_version,service_instance_id,process_pid,otel_resource_attributes,telemetry_sdk_name,telemetry_sdk_language,telemetry_sdk_version,deployment_environment,http_response_status_code,url_path,url_query,url_full,http_route,http_method,_lf_attributes/http.status_code,_lf_attributes/http.response.status_code,_lf_attributes/http.method,_lf_attributes/http.route,_lf_attributes/http.target,_lf_attributes/url.path,_lf_attributes/url.query,_lf_attributes/url.full,_lf_attributes/code.filepath,_lf_attributes/code.function,_lf_attributes/code.lineno,_lf_attributes/db.statement,_lf_attributes/db.query.text,_lf_attributes/http.request.body.text,_lf_attributes/http.response.body.text,_lf_attributes/fastapi.arguments.values,_lf_attributes/fastapi.arguments.errors,_lf_attributes/http.request.method,_lf_attributes/http.request.method_original,_lf_attributes/server.address,_lf_attributes/network.peer.address,_lf_attributes/http.request.body.size,_lf_attributes/http.response.body.size,_lf_attributes/url.template,_lf_attributes/user_agent.original,_lf_attributes/client.address,_lf_attributes/gen_ai.operation.name,_lf_attributes/gen_ai.request.model,_lf_attributes/gen_ai.response.model,_lf_attributes/gen_ai.system,_lf_attributes/gen_ai.usage.input_tokens,_lf_attributes/gen_ai.usage.output_tokens,_lf_attributes/job_id,_lf_otel_resource_attributes/service.name,_lf_otel_resource_attributes/service.namespace,_lf_otel_resource_attributes/service.version,_lf_otel_resource_attributes/service.instance.id,_lf_otel_resource_attributes/process.pid,_lf_otel_resource_attributes/telemetry.sdk.name,_lf_otel_resource_attributes/telemetry.sdk.language,_lf_otel_resource_attributes/telemetry.sdk.version,_lf_otel_resource_attributes/deployment.environment,_lf_otel_resource_attributes/deployment.environment.name,attributes_reduced,otel_resource_attributes_reduced,project_id,day
2025-08-12T01:17:27.333298Z,2025-08-12T01:15:35.657356Z,2025-08-12T01:17:25.942371Z,110.285014858,01989bd8d569460fe434f25a2e2d4132,3aef613a00d6a043,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 87c610df-bef7-4932-b950-1d83ef4e282b,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_49a292d958964dbaa3a5608c1f582234"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 87c610df-bef7-4932-b950-1d83ef4e282b""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_49a292d958964dbaa3a5608c1f582234"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 87c610df-bef7-4932-b950-1d83ef4e282b""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:17:36.759763Z,2025-08-12T01:15:35.655632Z,2025-08-12T01:17:35.512605Z,119.856973618,01989bd8d567099ffd53384881cf1934,d64fd3571be1185b,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 2a649bb1-795f-4a01-b3be-9a01868dae73,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_4680c28369eb411d8f7a1c850f2fa567"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 2a649bb1-795f-4a01-b3be-9a01868dae73""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_4680c28369eb411d8f7a1c850f2fa567"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 2a649bb1-795f-4a01-b3be-9a01868dae73""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:28:30.324666Z,2025-08-12T01:15:35.652712Z,2025-08-12T01:28:28.984678Z,773.331965875,01989bd8d564a205accf81e5155faca2,fd6c623aa91b2290,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 7dd30055-0198-452e-8c25-f73dbe27dcb8,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_3341db1f95c24e1a804e71bc130d606a"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 7dd30055-0198-452e-8c25-f73dbe27dcb8""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_3341db1f95c24e1a804e71bc130d606a"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 7dd30055-0198-452e-8c25-f73dbe27dcb8""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:22:41.261459Z,2025-08-12T01:15:35.373639Z,2025-08-12T01:22:40.050065Z,424.676425725,01989bd8d44d4c0207e809d99c8e2cc8,29bc6db390e55daa,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 7619a514-5fa8-43ef-9143-83b66a43d7a4,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_e64f742522664d69b65a084f8ebc0dcf"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 7619a514-5fa8-43ef-9143-83b66a43d7a4""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_e64f742522664d69b65a084f8ebc0dcf"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 7619a514-5fa8-43ef-9143-83b66a43d7a4""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:17:41.849478Z,2025-08-12T01:15:35.371925Z,2025-08-12T01:17:40.303393Z,124.93146733,01989bd8d44b98a1a099b83af4dc28a4,081c59ca6a76b86a,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 3627a8be-a77f-41bb-b807-7e1bd4c0ebdf,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_08bdcfc6dd914291a9371fadd4dd4fe0"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 3627a8be-a77f-41bb-b807-7e1bd4c0ebdf""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_08bdcfc6dd914291a9371fadd4dd4fe0"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 3627a8be-a77f-41bb-b807-7e1bd4c0ebdf""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:17:29.553184Z,2025-08-12T01:15:35.369128Z,2025-08-12T01:17:28.441213Z,113.072084623,01989bd8d449833dc708414242408f8e,9fd5450da6be5155,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 32102e3e-d12a-4209-9163-7b3a104efe5d,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_d9d922b3757347118980958e4eaf790a"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 32102e3e-d12a-4209-9163-7b3a104efe5d""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_d9d922b3757347118980958e4eaf790a"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 32102e3e-d12a-4209-9163-7b3a104efe5d""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:26:41.113907Z,2025-08-12T01:15:35.360555Z,2025-08-12T01:26:39.699407Z,664.338852346,01989bd8d440dc8698aa25c79c9cf4db,208e0c63ed1854b4,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 14569e28-c88c-43e4-8c32-097d35b9a67d,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_1e066daed8d24ce29c7868069b17f64e"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 14569e28-c88c-43e4-8c32-097d35b9a67d""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_1e066daed8d24ce29c7868069b17f64e"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 14569e28-c88c-43e4-8c32-097d35b9a67d""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:18:15.551813Z,2025-08-12T01:15:35.358231Z,2025-08-12T01:18:14.083597Z,158.725366074,01989bd8d43e6f190a4c2514295e004b,4c5b8abaa67ec2ec,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 04a04a9b-226c-43fd-b319-d5e89743676f,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_4d57c8303cca4d47ad930ac09aff17b5"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 04a04a9b-226c-43fd-b319-d5e89743676f""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_4d57c8303cca4d47ad930ac09aff17b5"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 04a04a9b-226c-43fd-b319-d5e89743676f""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:18:59.336741Z,2025-08-12T01:15:35.355716Z,2025-08-12T01:18:57.983761Z,202.628044862,01989bd8d43b2c9f8dd2bb938dc7b328,2e18cd4f1f038c5a,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_efd9c9b5503f453aa4a87e88f85705fb"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_efd9c9b5503f453aa4a87e88f85705fb"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 17b5a6a3-bc87-42e8-b0fb-6ab0781ef2cc""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:25:43.460747Z,2025-08-12T01:15:35.353011Z,2025-08-12T01:25:41.922254Z,606.569243069,01989bd8d439ac0183614804ac4e1644,12ce7d4609285805,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA c61d22de-5f6c-4958-a7f6-5e9707bd3466,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_18ab4f01b01e4746969f25703e4a9d5f"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA c61d22de-5f6c-4958-a7f6-5e9707bd3466""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_18ab4f01b01e4746969f25703e4a9d5f"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA c61d22de-5f6c-4958-a7f6-5e9707bd3466""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
2025-08-12T01:18:05.302066Z,2025-08-12T01:15:35.350649Z,2025-08-12T01:18:03.956149Z,148.605499904,01989bd8d4366acc15a11752e8fe9b3f,74f32646bb791c5b,span,9,,OpenAI Agents trace: {name},OpenAI Agents trace: GAIA 5cfb274c-0207-4aa7-9575-6ac0bd95d9b2,,UNSET,,[],[],false,[],,,,"{""type"":""object"",""properties"":{""agent_trace_id"":{},""group_id"":{""type"":""null""},""metadata"":{""type"":""null""},""name"":{}}}","{""agent_trace_id"":""trace_f45441b828194139adc1d0e9f2db75be"",""code.filepath"":""GAIA_agent_design/research_bot/manager.py"",""code.function"":""GAIAResearchManager.run.<locals>.handle_task"",""code.lineno"":60,""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 5cfb274c-0207-4aa7-9575-6ac0bd95d9b2""}",logfire.openai_agents,4.1.0,{},,unknown_service,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,"{""process.pid"":753426,""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3"",""service.instance.id"":""3bbca7b674fb4cb9b212a248b173bf81"",""service.name"":""unknown_service"",""service.version"":""8d330c88e87c14bd03e178057682933293953638"",""telemetry.sdk.language"":""python"",""telemetry.sdk.name"":""opentelemetry"",""telemetry.sdk.version"":""1.34.1""}",opentelemetry,python,1.34.1,,,,,,,,,,,,,,,,GAIA_agent_design/research_bot/manager.py,GAIAResearchManager.run.<locals>.handle_task,60,,,,,,,,,,,,,,,,,,,,,,,unknown_service,,8d330c88e87c14bd03e178057682933293953638,3bbca7b674fb4cb9b212a248b173bf81,753426,opentelemetry,python,1.34.1,,,"{""agent_trace_id"":""trace_f45441b828194139adc1d0e9f2db75be"",""group_id"":null,""logfire.msg_template"":""OpenAI Agents trace: {name}"",""metadata"":null,""name"":""GAIA 5cfb274c-0207-4aa7-9575-6ac0bd95d9b2""}","{""process.runtime.description"":""3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]"",""process.runtime.name"":""cpython"",""process.runtime.version"":""3.12.3""}",79f736cc-774d-4af2-b317-78d11f18c644,2025-08-12
